day,blob1_id,blob1_color,blob1_strategy,blob2_id,blob2_color,blob2_strategy,blob1_choice,blob2_choice,result
55,green00,green,mirror,purple00,purple,rl,rock,scissors,win
55,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
55,blue01,blue,random,green01,green,mirror,paper,paper,draw
55,blue02,blue,random,green02,green,mirror,scissors,paper,win
55,red01,red,dominant,green03,green,mirror,rock,paper,loss
55,blue03,blue,random,green04,green,mirror,rock,scissors,win
55,blue04,blue,random,green05,green,mirror,paper,rock,win
55,green06,green,mirror,red02,red,dominant,paper,scissors,loss
55,green07,green,mirror,blue05,blue,random,paper,rock,win
55,blue06,blue,random,blue07,blue,random,rock,paper,loss
55,green08,green,mirror,green09,green,mirror,scissors,rock,loss
55,red03,red,dominant,green10,green,mirror,rock,paper,loss
55,black01,black,lstm,blue08,blue,random,rock,scissors,win
55,green11,green,mirror,green12,green,mirror,paper,scissors,loss
55,blue09,blue,random,red04,red,dominant,rock,paper,loss
55,blue10,blue,random,green13,green,mirror,rock,paper,loss
55,red05,red,dominant,black02,black,lstm,paper,paper,draw
55,green14,green,mirror,green15,green,mirror,rock,paper,loss
55,green16,green,mirror,blue11,blue,random,paper,paper,draw
55,green17,green,mirror,blue12,blue,random,paper,scissors,loss
55,green18,green,mirror,green19,green,mirror,paper,paper,draw
55,green20,green,mirror,blue13,blue,random,paper,scissors,loss
55,green21,green,mirror,black03,black,lstm,paper,rock,win
55,blue14,blue,random,green22,green,mirror,scissors,rock,loss
55,green23,green,mirror,green24,green,mirror,rock,paper,loss
55,red06,red,dominant,blue15,blue,random,rock,rock,draw
55,blue16,blue,random,green25,green,mirror,rock,scissors,win
55,red07,red,dominant,black04,black,lstm,rock,scissors,win
55,red08,red,dominant,green26,green,mirror,scissors,rock,loss
55,black05,black,lstm,green27,green,mirror,paper,scissors,loss
55,green28,green,mirror,red09,red,dominant,paper,rock,win
55,purple01,purple,rl,black06,black,lstm,paper,rock,win
55,green29,green,mirror,blue17,blue,random,paper,scissors,loss
55,green30,green,mirror,green31,green,mirror,rock,scissors,win
55,green32,green,mirror,green33,green,mirror,scissors,paper,win
55,blue18,blue,random,green34,green,mirror,scissors,rock,loss
55,green35,green,mirror,black07,black,lstm,rock,scissors,win
55,green36,green,mirror,green37,green,mirror,rock,scissors,win
55,blue19,blue,random,green38,green,mirror,paper,scissors,loss
55,green39,green,mirror,green40,green,mirror,paper,scissors,loss
55,red10,red,dominant,blue20,blue,random,rock,paper,loss
55,green41,green,mirror,black08,black,lstm,paper,scissors,loss
55,green42,green,mirror,green43,green,mirror,paper,rock,win
55,green44,green,mirror,blue21,blue,random,rock,rock,draw
55,blue22,blue,random,green45,green,mirror,scissors,rock,loss
55,blue23,blue,random,blue24,blue,random,rock,scissors,win
55,green46,green,mirror,green47,green,mirror,paper,rock,win
55,blue25,blue,random,green48,green,mirror,paper,scissors,loss
55,red11,red,dominant,blue26,blue,random,scissors,scissors,draw
56,red00,red,dominant,blue00,blue,random,paper,paper,draw
56,green00,green,mirror,purple00,purple,rl,scissors,scissors,draw
56,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
56,blue01,blue,random,green01,green,mirror,paper,rock,win
56,blue02,blue,random,green02,green,mirror,scissors,rock,loss
56,red01,red,dominant,green03,green,mirror,rock,paper,loss
56,blue03,blue,random,green04,green,mirror,paper,scissors,loss
56,blue04,blue,random,green05,green,mirror,scissors,rock,loss
56,green06,green,mirror,red02,red,dominant,paper,paper,draw
56,green07,green,mirror,blue05,blue,random,paper,scissors,loss
56,blue06,blue,random,blue07,blue,random,scissors,paper,win
56,green08,green,mirror,green09,green,mirror,scissors,rock,loss
56,red03,red,dominant,green10,green,mirror,rock,paper,loss
56,black01,black,lstm,blue08,blue,random,rock,rock,draw
56,green11,green,mirror,green12,green,mirror,paper,scissors,loss
56,blue09,blue,random,red04,red,dominant,scissors,rock,loss
56,blue10,blue,random,green13,green,mirror,scissors,rock,loss
56,red05,red,dominant,black02,black,lstm,rock,paper,loss
56,green14,green,mirror,green15,green,mirror,rock,paper,loss
56,green16,green,mirror,blue11,blue,random,paper,scissors,loss
56,green17,green,mirror,blue12,blue,random,rock,scissors,win
56,green18,green,mirror,green19,green,mirror,scissors,paper,win
56,green20,green,mirror,blue13,blue,random,paper,rock,win
56,green21,green,mirror,black03,black,lstm,paper,scissors,loss
56,blue14,blue,random,green22,green,mirror,rock,scissors,win
56,green23,green,mirror,green24,green,mirror,rock,paper,loss
56,red06,red,dominant,blue15,blue,random,rock,rock,draw
56,blue16,blue,random,green25,green,mirror,scissors,rock,loss
56,red07,red,dominant,black04,black,lstm,paper,scissors,loss
56,red08,red,dominant,green26,green,mirror,paper,scissors,loss
56,black05,black,lstm,green27,green,mirror,paper,scissors,loss
56,green28,green,mirror,red09,red,dominant,paper,paper,draw
56,purple01,purple,rl,black06,black,lstm,paper,rock,win
56,green29,green,mirror,blue17,blue,random,rock,scissors,win
56,green30,green,mirror,green31,green,mirror,rock,paper,loss
56,green32,green,mirror,green33,green,mirror,scissors,scissors,draw
56,blue18,blue,random,green34,green,mirror,scissors,rock,loss
56,green35,green,mirror,black07,black,lstm,rock,scissors,win
56,green36,green,mirror,green37,green,mirror,rock,scissors,win
56,blue19,blue,random,green38,green,mirror,rock,scissors,win
56,green39,green,mirror,green40,green,mirror,paper,scissors,loss
56,red10,red,dominant,blue20,blue,random,scissors,paper,win
56,green41,green,mirror,black08,black,lstm,rock,rock,draw
56,green42,green,mirror,green43,green,mirror,paper,scissors,loss
56,green44,green,mirror,blue21,blue,random,rock,paper,loss
56,blue22,blue,random,green45,green,mirror,scissors,rock,loss
56,blue23,blue,random,blue24,blue,random,paper,rock,win
56,green46,green,mirror,green47,green,mirror,paper,paper,draw
56,blue25,blue,random,green48,green,mirror,paper,scissors,loss
56,red11,red,dominant,blue26,blue,random,rock,paper,loss
57,red00,red,dominant,blue00,blue,random,rock,rock,draw
57,green00,green,mirror,purple00,purple,rl,rock,paper,loss
57,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
57,blue01,blue,random,green01,green,mirror,paper,scissors,loss
57,blue02,blue,random,green02,green,mirror,rock,scissors,win
57,red01,red,dominant,green03,green,mirror,scissors,paper,win
57,blue03,blue,random,green04,green,mirror,rock,rock,draw
57,blue04,blue,random,green05,green,mirror,paper,rock,win
57,green06,green,mirror,red02,red,dominant,scissors,scissors,draw
57,green07,green,mirror,blue05,blue,random,paper,paper,draw
57,blue06,blue,random,blue07,blue,random,rock,rock,draw
57,green08,green,mirror,green09,green,mirror,paper,rock,win
57,red03,red,dominant,green10,green,mirror,rock,paper,loss
57,black01,black,lstm,blue08,blue,random,rock,rock,draw
57,green11,green,mirror,green12,green,mirror,rock,scissors,win
57,blue09,blue,random,red04,red,dominant,scissors,scissors,draw
57,blue10,blue,random,green13,green,mirror,rock,paper,loss
57,red05,red,dominant,black02,black,lstm,paper,paper,draw
57,green14,green,mirror,green15,green,mirror,rock,paper,loss
57,green16,green,mirror,blue11,blue,random,paper,scissors,loss
57,green17,green,mirror,blue12,blue,random,rock,scissors,win
57,green18,green,mirror,green19,green,mirror,scissors,rock,loss
57,green20,green,mirror,blue13,blue,random,paper,paper,draw
57,green21,green,mirror,black03,black,lstm,paper,scissors,loss
57,blue14,blue,random,green22,green,mirror,rock,paper,loss
57,green23,green,mirror,green24,green,mirror,paper,paper,draw
57,red06,red,dominant,blue15,blue,random,paper,rock,win
57,blue16,blue,random,green25,green,mirror,scissors,rock,loss
57,red07,red,dominant,black04,black,lstm,rock,scissors,win
57,red08,red,dominant,green26,green,mirror,rock,scissors,win
57,black05,black,lstm,green27,green,mirror,paper,scissors,loss
57,green28,green,mirror,red09,red,dominant,paper,rock,win
57,purple01,purple,rl,black06,black,lstm,paper,rock,win
57,green29,green,mirror,blue17,blue,random,rock,rock,draw
57,green30,green,mirror,green31,green,mirror,rock,paper,loss
57,green32,green,mirror,green33,green,mirror,scissors,rock,loss
57,blue18,blue,random,green34,green,mirror,rock,rock,draw
57,green35,green,mirror,black07,black,lstm,rock,scissors,win
57,green36,green,mirror,green37,green,mirror,rock,paper,loss
57,blue19,blue,random,green38,green,mirror,paper,scissors,loss
57,green39,green,mirror,green40,green,mirror,rock,scissors,win
57,red10,red,dominant,blue20,blue,random,paper,paper,draw
57,green41,green,mirror,black08,black,lstm,rock,rock,draw
57,green42,green,mirror,green43,green,mirror,paper,scissors,loss
57,green44,green,mirror,blue21,blue,random,scissors,scissors,draw
57,blue22,blue,random,green45,green,mirror,paper,rock,win
57,blue23,blue,random,blue24,blue,random,scissors,scissors,draw
57,green46,green,mirror,green47,green,mirror,paper,scissors,loss
57,blue25,blue,random,green48,green,mirror,paper,scissors,loss
57,red11,red,dominant,blue26,blue,random,rock,scissors,win
58,red00,red,dominant,blue00,blue,random,rock,scissors,win
58,green00,green,mirror,purple00,purple,rl,rock,paper,loss
58,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
58,blue01,blue,random,green01,green,mirror,paper,scissors,loss
58,blue02,blue,random,green02,green,mirror,rock,scissors,win
58,red01,red,dominant,green03,green,mirror,rock,paper,loss
58,blue03,blue,random,green04,green,mirror,paper,rock,win
58,blue04,blue,random,green05,green,mirror,rock,scissors,win
58,green06,green,mirror,red02,red,dominant,rock,scissors,win
58,green07,green,mirror,blue05,blue,random,paper,rock,win
58,blue06,blue,random,blue07,blue,random,scissors,rock,loss
58,green08,green,mirror,green09,green,mirror,paper,rock,win
58,red03,red,dominant,green10,green,mirror,paper,paper,draw
58,black01,black,lstm,blue08,blue,random,rock,scissors,win
58,green11,green,mirror,green12,green,mirror,rock,paper,loss
58,blue09,blue,random,red04,red,dominant,scissors,rock,loss
58,blue10,blue,random,green13,green,mirror,rock,paper,loss
58,red05,red,dominant,black02,black,lstm,scissors,paper,win
58,green14,green,mirror,green15,green,mirror,scissors,paper,win
58,green16,green,mirror,blue11,blue,random,rock,scissors,win
58,green17,green,mirror,blue12,blue,random,rock,rock,draw
58,green18,green,mirror,green19,green,mirror,scissors,rock,loss
58,green20,green,mirror,blue13,blue,random,paper,rock,win
58,green21,green,mirror,black03,black,lstm,paper,scissors,loss
58,blue14,blue,random,green22,green,mirror,scissors,scissors,draw
58,green23,green,mirror,green24,green,mirror,scissors,paper,win
58,red06,red,dominant,blue15,blue,random,paper,scissors,loss
58,blue16,blue,random,green25,green,mirror,rock,scissors,win
58,red07,red,dominant,black04,black,lstm,rock,scissors,win
58,red08,red,dominant,green26,green,mirror,rock,paper,loss
58,black05,black,lstm,green27,green,mirror,paper,scissors,loss
58,green28,green,mirror,red09,red,dominant,paper,paper,draw
58,purple01,purple,rl,black06,black,lstm,paper,rock,win
58,green29,green,mirror,blue17,blue,random,rock,scissors,win
58,green30,green,mirror,green31,green,mirror,scissors,paper,win
58,green32,green,mirror,green33,green,mirror,scissors,rock,loss
58,blue18,blue,random,green34,green,mirror,scissors,rock,loss
58,green35,green,mirror,black07,black,lstm,rock,scissors,win
58,green36,green,mirror,green37,green,mirror,rock,paper,loss
58,blue19,blue,random,green38,green,mirror,paper,scissors,loss
58,green39,green,mirror,green40,green,mirror,rock,scissors,win
58,red10,red,dominant,blue20,blue,random,rock,rock,draw
58,green41,green,mirror,black08,black,lstm,rock,paper,loss
58,green42,green,mirror,green43,green,mirror,scissors,scissors,draw
58,green44,green,mirror,blue21,blue,random,rock,paper,loss
58,blue22,blue,random,green45,green,mirror,scissors,rock,loss
58,blue23,blue,random,blue24,blue,random,paper,paper,draw
58,green46,green,mirror,green47,green,mirror,paper,scissors,loss
58,blue25,blue,random,green48,green,mirror,scissors,scissors,draw
58,red11,red,dominant,blue26,blue,random,rock,scissors,win
59,red00,red,dominant,blue00,blue,random,paper,scissors,loss
59,green00,green,mirror,purple00,purple,rl,scissors,paper,win
59,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
59,blue01,blue,random,green01,green,mirror,rock,scissors,win
59,blue02,blue,random,green02,green,mirror,paper,paper,draw
59,red01,red,dominant,green03,green,mirror,rock,paper,loss
59,blue03,blue,random,green04,green,mirror,paper,scissors,loss
59,blue04,blue,random,green05,green,mirror,paper,scissors,loss
59,green06,green,mirror,red02,red,dominant,rock,rock,draw
59,green07,green,mirror,blue05,blue,random,paper,scissors,loss
59,blue06,blue,random,blue07,blue,random,scissors,scissors,draw
59,green08,green,mirror,green09,green,mirror,paper,scissors,loss
59,red03,red,dominant,green10,green,mirror,rock,paper,loss
59,black01,black,lstm,blue08,blue,random,rock,rock,draw
59,green11,green,mirror,green12,green,mirror,rock,paper,loss
59,blue09,blue,random,red04,red,dominant,paper,rock,win
59,blue10,blue,random,green13,green,mirror,scissors,rock,loss
59,red05,red,dominant,black02,black,lstm,rock,paper,loss
59,green14,green,mirror,green15,green,mirror,scissors,paper,win
59,green16,green,mirror,blue11,blue,random,rock,paper,loss
59,green17,green,mirror,blue12,blue,random,rock,scissors,win
59,green18,green,mirror,green19,green,mirror,rock,rock,draw
59,green20,green,mirror,blue13,blue,random,paper,scissors,loss
59,green21,green,mirror,black03,black,lstm,rock,scissors,win
59,blue14,blue,random,green22,green,mirror,paper,paper,draw
59,green23,green,mirror,green24,green,mirror,scissors,rock,loss
59,red06,red,dominant,blue15,blue,random,rock,scissors,win
59,blue16,blue,random,green25,green,mirror,paper,rock,win
59,red07,red,dominant,black04,black,lstm,paper,scissors,loss
59,red08,red,dominant,green26,green,mirror,paper,rock,win
59,black05,black,lstm,green27,green,mirror,paper,scissors,loss
59,green28,green,mirror,red09,red,dominant,scissors,paper,win
59,purple01,purple,rl,black06,black,lstm,paper,rock,win
59,green29,green,mirror,blue17,blue,random,rock,rock,draw
59,green30,green,mirror,green31,green,mirror,scissors,paper,win
59,green32,green,mirror,green33,green,mirror,paper,rock,win
59,blue18,blue,random,green34,green,mirror,rock,rock,draw
59,green35,green,mirror,black07,black,lstm,rock,scissors,win
59,green36,green,mirror,green37,green,mirror,rock,paper,loss
59,blue19,blue,random,green38,green,mirror,rock,rock,draw
59,green39,green,mirror,green40,green,mirror,rock,paper,loss
59,red10,red,dominant,blue20,blue,random,scissors,rock,loss
59,green41,green,mirror,black08,black,lstm,paper,rock,win
59,green42,green,mirror,green43,green,mirror,rock,scissors,win
59,green44,green,mirror,blue21,blue,random,scissors,scissors,draw
59,blue22,blue,random,green45,green,mirror,rock,rock,draw
59,blue23,blue,random,blue24,blue,random,paper,scissors,loss
59,green46,green,mirror,green47,green,mirror,rock,scissors,win
59,blue25,blue,random,green48,green,mirror,rock,scissors,win
59,red11,red,dominant,blue26,blue,random,paper,scissors,loss
60,red00,red,dominant,blue00,blue,random,rock,rock,draw
60,green00,green,mirror,purple00,purple,rl,scissors,paper,win
60,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
60,blue01,blue,random,green01,green,mirror,scissors,scissors,draw
60,blue02,blue,random,green02,green,mirror,rock,paper,loss
60,red01,red,dominant,green03,green,mirror,rock,paper,loss
60,blue03,blue,random,green04,green,mirror,scissors,scissors,draw
60,blue04,blue,random,green05,green,mirror,paper,scissors,loss
60,green06,green,mirror,red02,red,dominant,rock,paper,loss
60,green07,green,mirror,blue05,blue,random,rock,scissors,win
60,blue06,blue,random,blue07,blue,random,rock,paper,loss
60,green08,green,mirror,green09,green,mirror,paper,scissors,loss
60,red03,red,dominant,green10,green,mirror,rock,paper,loss
60,black01,black,lstm,blue08,blue,random,rock,paper,loss
60,green11,green,mirror,green12,green,mirror,rock,paper,loss
60,blue09,blue,random,red04,red,dominant,scissors,paper,win
60,blue10,blue,random,green13,green,mirror,paper,paper,draw
60,red05,red,dominant,black02,black,lstm,scissors,paper,win
60,green14,green,mirror,green15,green,mirror,scissors,rock,loss
60,green16,green,mirror,blue11,blue,random,rock,rock,draw
60,green17,green,mirror,blue12,blue,random,rock,rock,draw
60,green18,green,mirror,green19,green,mirror,paper,rock,win
60,green20,green,mirror,blue13,blue,random,paper,rock,win
60,green21,green,mirror,black03,black,lstm,rock,rock,draw
60,blue14,blue,random,green22,green,mirror,scissors,rock,loss
60,green23,green,mirror,green24,green,mirror,scissors,rock,loss
60,red06,red,dominant,blue15,blue,random,rock,paper,loss
60,blue16,blue,random,green25,green,mirror,rock,paper,loss
60,red07,red,dominant,black04,black,lstm,rock,scissors,win
60,red08,red,dominant,green26,green,mirror,rock,paper,loss
60,black05,black,lstm,green27,green,mirror,paper,scissors,loss
60,green28,green,mirror,red09,red,dominant,scissors,rock,loss
60,purple01,purple,rl,black06,black,lstm,scissors,rock,loss
60,green29,green,mirror,blue17,blue,random,scissors,rock,loss
60,green30,green,mirror,green31,green,mirror,scissors,rock,loss
60,green32,green,mirror,green33,green,mirror,paper,scissors,loss
60,blue18,blue,random,green34,green,mirror,scissors,paper,win
60,green35,green,mirror,black07,black,lstm,rock,scissors,win
60,green36,green,mirror,green37,green,mirror,scissors,paper,win
60,blue19,blue,random,green38,green,mirror,rock,paper,loss
60,green39,green,mirror,green40,green,mirror,rock,paper,loss
60,red10,red,dominant,blue20,blue,random,rock,rock,draw
60,green41,green,mirror,black08,black,lstm,paper,scissors,loss
60,green42,green,mirror,green43,green,mirror,rock,paper,loss
60,green44,green,mirror,blue21,blue,random,rock,paper,loss
60,blue22,blue,random,green45,green,mirror,scissors,rock,loss
60,blue23,blue,random,blue24,blue,random,paper,scissors,loss
60,green46,green,mirror,green47,green,mirror,rock,paper,loss
60,blue25,blue,random,green48,green,mirror,paper,scissors,loss
60,red11,red,dominant,blue26,blue,random,rock,paper,loss
61,red00,red,dominant,blue00,blue,random,paper,scissors,loss
61,green00,green,mirror,purple00,purple,rl,scissors,scissors,draw
61,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
61,blue01,blue,random,green01,green,mirror,scissors,rock,loss
61,blue02,blue,random,green02,green,mirror,paper,rock,win
61,red01,red,dominant,green03,green,mirror,rock,paper,loss
61,blue03,blue,random,green04,green,mirror,rock,scissors,win
61,blue04,blue,random,green05,green,mirror,scissors,scissors,draw
61,green06,green,mirror,red02,red,dominant,rock,rock,draw
61,green07,green,mirror,blue05,blue,random,rock,rock,draw
61,blue06,blue,random,blue07,blue,random,paper,rock,win
61,green08,green,mirror,green09,green,mirror,paper,scissors,loss
61,red03,red,dominant,green10,green,mirror,rock,paper,loss
61,black01,black,lstm,blue08,blue,random,rock,scissors,win
61,green11,green,mirror,green12,green,mirror,scissors,paper,win
61,blue09,blue,random,red04,red,dominant,paper,rock,win
61,blue10,blue,random,green13,green,mirror,paper,scissors,loss
61,red05,red,dominant,black02,black,lstm,paper,paper,draw
61,green14,green,mirror,green15,green,mirror,scissors,rock,loss
61,green16,green,mirror,blue11,blue,random,rock,scissors,win
61,green17,green,mirror,blue12,blue,random,scissors,scissors,draw
61,green18,green,mirror,green19,green,mirror,paper,scissors,loss
61,green20,green,mirror,blue13,blue,random,paper,scissors,loss
61,green21,green,mirror,black03,black,lstm,rock,rock,draw
61,blue14,blue,random,green22,green,mirror,scissors,rock,loss
61,green23,green,mirror,green24,green,mirror,rock,rock,draw
61,red06,red,dominant,blue15,blue,random,rock,rock,draw
61,blue16,blue,random,green25,green,mirror,paper,rock,win
61,red07,red,dominant,black04,black,lstm,rock,scissors,win
61,red08,red,dominant,green26,green,mirror,paper,paper,draw
61,black05,black,lstm,green27,green,mirror,paper,scissors,loss
61,green28,green,mirror,red09,red,dominant,rock,paper,loss
61,purple01,purple,rl,black06,black,lstm,paper,rock,win
61,green29,green,mirror,blue17,blue,random,paper,scissors,loss
61,green30,green,mirror,green31,green,mirror,scissors,rock,loss
61,green32,green,mirror,green33,green,mirror,paper,scissors,loss
61,blue18,blue,random,green34,green,mirror,scissors,rock,loss
61,green35,green,mirror,black07,black,lstm,rock,scissors,win
61,green36,green,mirror,green37,green,mirror,scissors,scissors,draw
61,blue19,blue,random,green38,green,mirror,paper,scissors,loss
61,green39,green,mirror,green40,green,mirror,rock,paper,loss
61,red10,red,dominant,blue20,blue,random,scissors,rock,loss
61,green41,green,mirror,black08,black,lstm,paper,scissors,loss
61,green42,green,mirror,green43,green,mirror,rock,paper,loss
61,green44,green,mirror,blue21,blue,random,paper,rock,win
61,blue22,blue,random,green45,green,mirror,paper,rock,win
61,blue23,blue,random,blue24,blue,random,paper,paper,draw
61,green46,green,mirror,green47,green,mirror,rock,paper,loss
61,blue25,blue,random,green48,green,mirror,paper,scissors,loss
61,red11,red,dominant,blue26,blue,random,rock,rock,draw
62,red00,red,dominant,blue00,blue,random,rock,paper,loss
62,green00,green,mirror,purple00,purple,rl,scissors,scissors,draw
62,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
62,blue01,blue,random,green01,green,mirror,scissors,rock,loss
62,blue02,blue,random,green02,green,mirror,rock,paper,loss
62,red01,red,dominant,green03,green,mirror,scissors,paper,win
62,blue03,blue,random,green04,green,mirror,scissors,rock,loss
62,blue04,blue,random,green05,green,mirror,paper,scissors,loss
62,green06,green,mirror,red02,red,dominant,paper,paper,draw
62,green07,green,mirror,blue05,blue,random,paper,paper,draw
62,blue06,blue,random,blue07,blue,random,scissors,scissors,draw
62,green08,green,mirror,green09,green,mirror,rock,scissors,win
62,red03,red,dominant,green10,green,mirror,paper,paper,draw
62,black01,black,lstm,blue08,blue,random,rock,scissors,win
62,green11,green,mirror,green12,green,mirror,scissors,scissors,draw
62,blue09,blue,random,red04,red,dominant,scissors,rock,loss
62,blue10,blue,random,green13,green,mirror,paper,scissors,loss
62,red05,red,dominant,black02,black,lstm,rock,paper,loss
62,green14,green,mirror,green15,green,mirror,paper,rock,win
62,green16,green,mirror,blue11,blue,random,rock,scissors,win
62,green17,green,mirror,blue12,blue,random,scissors,paper,win
62,green18,green,mirror,green19,green,mirror,paper,scissors,loss
62,green20,green,mirror,blue13,blue,random,rock,scissors,win
62,green21,green,mirror,black03,black,lstm,paper,rock,win
62,blue14,blue,random,green22,green,mirror,paper,scissors,loss
62,green23,green,mirror,green24,green,mirror,paper,rock,win
62,red06,red,dominant,blue15,blue,random,rock,rock,draw
62,blue16,blue,random,green25,green,mirror,scissors,scissors,draw
62,red07,red,dominant,black04,black,lstm,rock,scissors,win
62,red08,red,dominant,green26,green,mirror,paper,scissors,loss
62,black05,black,lstm,green27,green,mirror,paper,scissors,loss
62,green28,green,mirror,red09,red,dominant,scissors,rock,loss
62,purple01,purple,rl,black06,black,lstm,paper,rock,win
62,green29,green,mirror,blue17,blue,random,paper,rock,win
62,green30,green,mirror,green31,green,mirror,rock,rock,draw
62,green32,green,mirror,green33,green,mirror,paper,scissors,loss
62,blue18,blue,random,green34,green,mirror,rock,scissors,win
62,green35,green,mirror,black07,black,lstm,rock,scissors,win
62,green36,green,mirror,green37,green,mirror,scissors,rock,loss
62,blue19,blue,random,green38,green,mirror,paper,rock,win
62,green39,green,mirror,green40,green,mirror,scissors,paper,win
62,red10,red,dominant,blue20,blue,random,rock,scissors,win
62,green41,green,mirror,black08,black,lstm,rock,rock,draw
62,green42,green,mirror,green43,green,mirror,paper,paper,draw
62,green44,green,mirror,blue21,blue,random,scissors,scissors,draw
62,blue22,blue,random,green45,green,mirror,scissors,rock,loss
62,blue23,blue,random,blue24,blue,random,paper,rock,win
62,green46,green,mirror,green47,green,mirror,rock,paper,loss
62,blue25,blue,random,green48,green,mirror,scissors,scissors,draw
62,red11,red,dominant,blue26,blue,random,rock,scissors,win
63,red00,red,dominant,blue00,blue,random,rock,rock,draw
63,green00,green,mirror,purple00,purple,rl,scissors,scissors,draw
63,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
63,blue01,blue,random,green01,green,mirror,paper,rock,win
63,blue02,blue,random,green02,green,mirror,rock,paper,loss
63,red01,red,dominant,green03,green,mirror,paper,paper,draw
63,blue03,blue,random,green04,green,mirror,scissors,rock,loss
63,blue04,blue,random,green05,green,mirror,scissors,paper,win
63,green06,green,mirror,red02,red,dominant,paper,rock,win
63,green07,green,mirror,blue05,blue,random,rock,rock,draw
63,blue06,blue,random,blue07,blue,random,rock,rock,draw
63,green08,green,mirror,green09,green,mirror,rock,scissors,win
63,red03,red,dominant,green10,green,mirror,rock,paper,loss
63,black01,black,lstm,blue08,blue,random,rock,paper,loss
63,green11,green,mirror,green12,green,mirror,scissors,rock,loss
63,blue09,blue,random,red04,red,dominant,paper,paper,draw
63,blue10,blue,random,green13,green,mirror,paper,scissors,loss
63,red05,red,dominant,black02,black,lstm,rock,paper,loss
63,green14,green,mirror,green15,green,mirror,paper,rock,win
63,green16,green,mirror,blue11,blue,random,rock,paper,loss
63,green17,green,mirror,blue12,blue,random,rock,rock,draw
63,green18,green,mirror,green19,green,mirror,paper,scissors,loss
63,green20,green,mirror,blue13,blue,random,rock,scissors,win
63,green21,green,mirror,black03,black,lstm,paper,rock,win
63,blue14,blue,random,green22,green,mirror,rock,rock,draw
63,green23,green,mirror,green24,green,mirror,paper,scissors,loss
63,red06,red,dominant,blue15,blue,random,rock,rock,draw
63,blue16,blue,random,green25,green,mirror,scissors,rock,loss
63,red07,red,dominant,black04,black,lstm,rock,scissors,win
63,red08,red,dominant,green26,green,mirror,paper,scissors,loss
63,black05,black,lstm,green27,green,mirror,paper,scissors,loss
63,green28,green,mirror,red09,red,dominant,rock,rock,draw
63,purple01,purple,rl,black06,black,lstm,paper,rock,win
63,green29,green,mirror,blue17,blue,random,paper,scissors,loss
63,green30,green,mirror,green31,green,mirror,paper,rock,win
63,green32,green,mirror,green33,green,mirror,rock,scissors,win
63,blue18,blue,random,green34,green,mirror,scissors,rock,loss
63,green35,green,mirror,black07,black,lstm,rock,scissors,win
63,green36,green,mirror,green37,green,mirror,scissors,rock,loss
63,blue19,blue,random,green38,green,mirror,rock,rock,draw
63,green39,green,mirror,green40,green,mirror,scissors,scissors,draw
63,red10,red,dominant,blue20,blue,random,rock,scissors,win
63,green41,green,mirror,black08,black,lstm,paper,scissors,loss
63,green42,green,mirror,green43,green,mirror,scissors,paper,win
63,green44,green,mirror,blue21,blue,random,rock,rock,draw
63,blue22,blue,random,green45,green,mirror,paper,rock,win
63,blue23,blue,random,blue24,blue,random,paper,paper,draw
63,green46,green,mirror,green47,green,mirror,scissors,paper,win
63,blue25,blue,random,green48,green,mirror,scissors,paper,win
63,red11,red,dominant,blue26,blue,random,rock,rock,draw
64,red00,red,dominant,blue00,blue,random,scissors,paper,win
64,green00,green,mirror,purple00,purple,rl,rock,rock,draw
64,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
64,blue01,blue,random,green01,green,mirror,paper,scissors,loss
64,blue02,blue,random,green02,green,mirror,scissors,paper,win
64,red01,red,dominant,green03,green,mirror,paper,scissors,loss
64,blue03,blue,random,green04,green,mirror,paper,rock,win
64,blue04,blue,random,green05,green,mirror,scissors,rock,loss
64,green06,green,mirror,red02,red,dominant,scissors,rock,loss
64,green07,green,mirror,blue05,blue,random,paper,scissors,loss
64,blue06,blue,random,blue07,blue,random,scissors,rock,loss
64,green08,green,mirror,green09,green,mirror,rock,paper,loss
64,red03,red,dominant,green10,green,mirror,paper,scissors,loss
64,black01,black,lstm,blue08,blue,random,rock,scissors,win
64,green11,green,mirror,green12,green,mirror,scissors,rock,loss
64,blue09,blue,random,red04,red,dominant,rock,scissors,win
64,blue10,blue,random,green13,green,mirror,scissors,scissors,draw
64,red05,red,dominant,black02,black,lstm,rock,paper,loss
64,green14,green,mirror,green15,green,mirror,paper,scissors,loss
64,green16,green,mirror,blue11,blue,random,rock,paper,loss
64,green17,green,mirror,blue12,blue,random,paper,paper,draw
64,green18,green,mirror,green19,green,mirror,rock,scissors,win
64,green20,green,mirror,blue13,blue,random,rock,scissors,win
64,green21,green,mirror,black03,black,lstm,paper,rock,win
64,blue14,blue,random,green22,green,mirror,rock,paper,loss
