day,blob1_id,blob1_color,blob1_strategy,blob2_id,blob2_color,blob2_strategy,blob1_choice,blob2_choice,result
28,red00,red,dominant,blue00,blue,random,scissors,rock,loss
28,green00,green,mirror,purple00,purple,rl,scissors,rock,loss
28,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
28,blue01,blue,random,green01,green,mirror,scissors,scissors,draw
28,blue02,blue,random,green02,green,mirror,rock,paper,loss
28,red01,red,dominant,green03,green,mirror,scissors,paper,win
28,blue03,blue,random,green04,green,mirror,paper,scissors,loss
28,blue04,blue,random,green05,green,mirror,paper,paper,draw
28,green06,green,mirror,red02,red,dominant,paper,rock,win
28,green07,green,mirror,blue05,blue,random,rock,rock,draw
28,blue06,blue,random,blue07,blue,random,scissors,rock,loss
28,green08,green,mirror,green09,green,mirror,scissors,paper,win
28,red03,red,dominant,green10,green,mirror,scissors,paper,win
28,black01,black,lstm,blue08,blue,random,rock,rock,draw
28,green11,green,mirror,green12,green,mirror,paper,rock,win
28,blue09,blue,random,red04,red,dominant,scissors,paper,win
28,blue10,blue,random,green13,green,mirror,rock,paper,loss
28,red05,red,dominant,black02,black,lstm,rock,paper,loss
28,green14,green,mirror,green15,green,mirror,rock,scissors,win
28,green16,green,mirror,blue11,blue,random,rock,paper,loss
28,green17,green,mirror,blue12,blue,random,paper,scissors,loss
28,green18,green,mirror,green19,green,mirror,paper,scissors,loss
28,green20,green,mirror,blue13,blue,random,paper,paper,draw
28,green21,green,mirror,black03,black,lstm,paper,rock,win
28,blue14,blue,random,green22,green,mirror,rock,paper,loss
28,green23,green,mirror,green24,green,mirror,paper,scissors,loss
28,red06,red,dominant,blue15,blue,random,rock,paper,loss
28,blue16,blue,random,green25,green,mirror,rock,rock,draw
28,red07,red,dominant,black04,black,lstm,paper,scissors,loss
28,red08,red,dominant,green26,green,mirror,rock,paper,loss
28,black05,black,lstm,green27,green,mirror,paper,scissors,loss
28,green28,green,mirror,red09,red,dominant,rock,rock,draw
28,purple01,purple,rl,black06,black,lstm,paper,rock,win
28,green29,green,mirror,blue17,blue,random,scissors,paper,win
28,green30,green,mirror,green31,green,mirror,paper,scissors,loss
28,green32,green,mirror,green33,green,mirror,rock,paper,loss
28,blue18,blue,random,green34,green,mirror,rock,rock,draw
28,green35,green,mirror,black07,black,lstm,rock,scissors,win
28,green36,green,mirror,green37,green,mirror,paper,scissors,loss
28,blue19,blue,random,green38,green,mirror,paper,scissors,loss
28,green39,green,mirror,green40,green,mirror,paper,rock,win
28,red10,red,dominant,blue20,blue,random,paper,rock,win
28,green41,green,mirror,black08,black,lstm,paper,rock,win
28,green42,green,mirror,green43,green,mirror,scissors,rock,loss
28,green44,green,mirror,blue21,blue,random,paper,paper,draw
28,blue22,blue,random,green45,green,mirror,paper,scissors,loss
28,blue23,blue,random,blue24,blue,random,paper,rock,win
28,green46,green,mirror,green47,green,mirror,scissors,rock,loss
28,blue25,blue,random,green48,green,mirror,scissors,scissors,draw
28,red11,red,dominant,blue26,blue,random,rock,scissors,win
29,red00,red,dominant,blue00,blue,random,rock,rock,draw
29,green00,green,mirror,purple00,purple,rl,paper,rock,win
29,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
29,blue01,blue,random,green01,green,mirror,paper,rock,win
29,blue02,blue,random,green02,green,mirror,scissors,rock,loss
29,red01,red,dominant,green03,green,mirror,paper,rock,win
29,blue03,blue,random,green04,green,mirror,scissors,scissors,draw
29,blue04,blue,random,green05,green,mirror,scissors,scissors,draw
29,green06,green,mirror,red02,red,dominant,paper,rock,win
29,green07,green,mirror,blue05,blue,random,rock,scissors,win
29,blue06,blue,random,blue07,blue,random,paper,rock,win
29,green08,green,mirror,green09,green,mirror,scissors,rock,loss
29,red03,red,dominant,green10,green,mirror,scissors,rock,loss
29,black01,black,lstm,blue08,blue,random,rock,scissors,win
29,green11,green,mirror,green12,green,mirror,paper,scissors,loss
29,blue09,blue,random,red04,red,dominant,rock,rock,draw
29,blue10,blue,random,green13,green,mirror,paper,paper,draw
29,red05,red,dominant,black02,black,lstm,rock,paper,loss
29,green14,green,mirror,green15,green,mirror,rock,paper,loss
29,green16,green,mirror,blue11,blue,random,rock,rock,draw
29,green17,green,mirror,blue12,blue,random,paper,rock,win
29,green18,green,mirror,green19,green,mirror,rock,scissors,win
29,green20,green,mirror,blue13,blue,random,rock,scissors,win
29,green21,green,mirror,black03,black,lstm,paper,scissors,loss
29,blue14,blue,random,green22,green,mirror,scissors,paper,win
29,green23,green,mirror,green24,green,mirror,scissors,scissors,draw
29,red06,red,dominant,blue15,blue,random,rock,scissors,win
29,blue16,blue,random,green25,green,mirror,scissors,paper,win
29,red07,red,dominant,black04,black,lstm,rock,scissors,win
29,red08,red,dominant,green26,green,mirror,rock,paper,loss
29,black05,black,lstm,green27,green,mirror,paper,scissors,loss
29,green28,green,mirror,red09,red,dominant,paper,rock,win
29,purple01,purple,rl,black06,black,lstm,paper,rock,win
29,green29,green,mirror,blue17,blue,random,scissors,rock,loss
29,green30,green,mirror,green31,green,mirror,paper,scissors,loss
29,green32,green,mirror,green33,green,mirror,rock,paper,loss
29,blue18,blue,random,green34,green,mirror,paper,scissors,loss
29,green35,green,mirror,black07,black,lstm,rock,scissors,win
29,green36,green,mirror,green37,green,mirror,scissors,scissors,draw
29,blue19,blue,random,green38,green,mirror,paper,scissors,loss
29,green39,green,mirror,green40,green,mirror,paper,scissors,loss
29,red10,red,dominant,blue20,blue,random,rock,rock,draw
29,green41,green,mirror,black08,black,lstm,paper,scissors,loss
29,green42,green,mirror,green43,green,mirror,scissors,rock,loss
29,green44,green,mirror,blue21,blue,random,paper,rock,win
29,blue22,blue,random,green45,green,mirror,paper,scissors,loss
29,blue23,blue,random,blue24,blue,random,rock,rock,draw
29,green46,green,mirror,green47,green,mirror,scissors,rock,loss
29,blue25,blue,random,green48,green,mirror,rock,paper,loss
29,red11,red,dominant,blue26,blue,random,paper,rock,win
30,red00,red,dominant,blue00,blue,random,paper,scissors,loss
30,green00,green,mirror,purple00,purple,rl,paper,rock,win
30,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
30,blue01,blue,random,green01,green,mirror,rock,rock,draw
30,blue02,blue,random,green02,green,mirror,scissors,scissors,draw
30,red01,red,dominant,green03,green,mirror,scissors,rock,loss
30,blue03,blue,random,green04,green,mirror,rock,rock,draw
30,blue04,blue,random,green05,green,mirror,rock,scissors,win
30,green06,green,mirror,red02,red,dominant,paper,rock,win
30,green07,green,mirror,blue05,blue,random,rock,rock,draw
30,blue06,blue,random,blue07,blue,random,scissors,rock,loss
30,green08,green,mirror,green09,green,mirror,scissors,rock,loss
30,red03,red,dominant,green10,green,mirror,rock,scissors,win
30,black01,black,lstm,blue08,blue,random,rock,rock,draw
30,green11,green,mirror,green12,green,mirror,paper,scissors,loss
30,blue09,blue,random,red04,red,dominant,paper,rock,win
30,blue10,blue,random,green13,green,mirror,paper,paper,draw
30,red05,red,dominant,black02,black,lstm,rock,paper,loss
30,green14,green,mirror,green15,green,mirror,rock,paper,loss
30,green16,green,mirror,blue11,blue,random,rock,scissors,win
30,green17,green,mirror,blue12,blue,random,paper,rock,win
30,green18,green,mirror,green19,green,mirror,rock,rock,draw
30,green20,green,mirror,blue13,blue,random,paper,scissors,loss
30,green21,green,mirror,black03,black,lstm,paper,scissors,loss
30,blue14,blue,random,green22,green,mirror,rock,paper,loss
30,green23,green,mirror,green24,green,mirror,rock,scissors,win
30,red06,red,dominant,blue15,blue,random,rock,rock,draw
30,blue16,blue,random,green25,green,mirror,scissors,rock,loss
30,red07,red,dominant,black04,black,lstm,rock,scissors,win
30,red08,red,dominant,green26,green,mirror,rock,paper,loss
30,black05,black,lstm,green27,green,mirror,paper,scissors,loss
30,green28,green,mirror,red09,red,dominant,paper,paper,draw
30,purple01,purple,rl,black06,black,lstm,paper,rock,win
30,green29,green,mirror,blue17,blue,random,scissors,scissors,draw
30,green30,green,mirror,green31,green,mirror,rock,scissors,win
30,green32,green,mirror,green33,green,mirror,rock,paper,loss
30,blue18,blue,random,green34,green,mirror,paper,rock,win
30,green35,green,mirror,black07,black,lstm,rock,scissors,win
30,green36,green,mirror,green37,green,mirror,rock,scissors,win
30,blue19,blue,random,green38,green,mirror,paper,scissors,loss
30,green39,green,mirror,green40,green,mirror,paper,scissors,loss
30,red10,red,dominant,blue20,blue,random,paper,paper,draw
30,green41,green,mirror,black08,black,lstm,scissors,rock,loss
30,green42,green,mirror,green43,green,mirror,paper,rock,win
30,green44,green,mirror,blue21,blue,random,paper,rock,win
30,blue22,blue,random,green45,green,mirror,scissors,scissors,draw
30,blue23,blue,random,blue24,blue,random,scissors,rock,loss
30,green46,green,mirror,green47,green,mirror,paper,rock,win
30,blue25,blue,random,green48,green,mirror,paper,scissors,loss
30,red11,red,dominant,blue26,blue,random,scissors,rock,loss
31,red00,red,dominant,blue00,blue,random,rock,rock,draw
31,green00,green,mirror,purple00,purple,rl,paper,paper,draw
31,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
31,blue01,blue,random,green01,green,mirror,paper,scissors,loss
31,blue02,blue,random,green02,green,mirror,scissors,rock,loss
31,red01,red,dominant,green03,green,mirror,rock,rock,draw
31,blue03,blue,random,green04,green,mirror,scissors,rock,loss
31,blue04,blue,random,green05,green,mirror,scissors,rock,loss
31,green06,green,mirror,red02,red,dominant,paper,rock,win
31,green07,green,mirror,blue05,blue,random,rock,scissors,win
31,blue06,blue,random,blue07,blue,random,paper,rock,win
31,green08,green,mirror,green09,green,mirror,scissors,rock,loss
31,red03,red,dominant,green10,green,mirror,rock,scissors,win
31,black01,black,lstm,blue08,blue,random,rock,scissors,win
31,green11,green,mirror,green12,green,mirror,paper,scissors,loss
31,blue09,blue,random,red04,red,dominant,scissors,rock,loss
31,blue10,blue,random,green13,green,mirror,scissors,scissors,draw
31,red05,red,dominant,black02,black,lstm,scissors,paper,win
31,green14,green,mirror,green15,green,mirror,paper,paper,draw
31,green16,green,mirror,blue11,blue,random,rock,paper,loss
31,green17,green,mirror,blue12,blue,random,paper,paper,draw
31,green18,green,mirror,green19,green,mirror,rock,paper,loss
31,green20,green,mirror,blue13,blue,random,rock,paper,loss
31,green21,green,mirror,black03,black,lstm,paper,scissors,loss
31,blue14,blue,random,green22,green,mirror,paper,paper,draw
31,green23,green,mirror,green24,green,mirror,rock,paper,loss
31,red06,red,dominant,blue15,blue,random,rock,scissors,win
31,blue16,blue,random,green25,green,mirror,scissors,rock,loss
31,red07,red,dominant,black04,black,lstm,scissors,scissors,draw
31,red08,red,dominant,green26,green,mirror,rock,paper,loss
31,black05,black,lstm,green27,green,mirror,paper,scissors,loss
31,green28,green,mirror,red09,red,dominant,paper,rock,win
31,purple01,purple,rl,black06,black,lstm,paper,rock,win
31,green29,green,mirror,blue17,blue,random,scissors,rock,loss
31,green30,green,mirror,green31,green,mirror,rock,scissors,win
31,green32,green,mirror,green33,green,mirror,scissors,paper,win
31,blue18,blue,random,green34,green,mirror,paper,scissors,loss
31,green35,green,mirror,black07,black,lstm,rock,scissors,win
31,green36,green,mirror,green37,green,mirror,rock,paper,loss
31,blue19,blue,random,green38,green,mirror,paper,scissors,loss
31,green39,green,mirror,green40,green,mirror,scissors,scissors,draw
31,red10,red,dominant,blue20,blue,random,paper,scissors,loss
31,green41,green,mirror,black08,black,lstm,paper,scissors,loss
31,green42,green,mirror,green43,green,mirror,paper,rock,win
31,green44,green,mirror,blue21,blue,random,paper,scissors,loss
31,blue22,blue,random,green45,green,mirror,scissors,scissors,draw
31,blue23,blue,random,blue24,blue,random,paper,paper,draw
31,green46,green,mirror,green47,green,mirror,paper,rock,win
31,blue25,blue,random,green48,green,mirror,rock,paper,loss
31,red11,red,dominant,blue26,blue,random,paper,paper,draw
32,red00,red,dominant,blue00,blue,random,rock,paper,loss
32,green00,green,mirror,purple00,purple,rl,paper,paper,draw
32,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
32,blue01,blue,random,green01,green,mirror,scissors,scissors,draw
32,blue02,blue,random,green02,green,mirror,scissors,rock,loss
32,red01,red,dominant,green03,green,mirror,rock,paper,loss
32,blue03,blue,random,green04,green,mirror,paper,rock,win
32,blue04,blue,random,green05,green,mirror,scissors,rock,loss
32,green06,green,mirror,red02,red,dominant,paper,scissors,loss
32,green07,green,mirror,blue05,blue,random,paper,rock,win
32,blue06,blue,random,blue07,blue,random,paper,rock,win
32,green08,green,mirror,green09,green,mirror,paper,rock,win
32,red03,red,dominant,green10,green,mirror,rock,paper,loss
32,black01,black,lstm,blue08,blue,random,rock,paper,loss
32,green11,green,mirror,green12,green,mirror,rock,scissors,win
32,blue09,blue,random,red04,red,dominant,paper,rock,win
32,blue10,blue,random,green13,green,mirror,rock,scissors,win
32,red05,red,dominant,black02,black,lstm,rock,paper,loss
32,green14,green,mirror,green15,green,mirror,scissors,paper,win
32,green16,green,mirror,blue11,blue,random,scissors,scissors,draw
32,green17,green,mirror,blue12,blue,random,paper,scissors,loss
32,green18,green,mirror,green19,green,mirror,rock,paper,loss
32,green20,green,mirror,blue13,blue,random,rock,scissors,win
32,green21,green,mirror,black03,black,lstm,rock,scissors,win
32,blue14,blue,random,green22,green,mirror,paper,scissors,loss
32,green23,green,mirror,green24,green,mirror,rock,paper,loss
32,red06,red,dominant,blue15,blue,random,scissors,scissors,draw
32,blue16,blue,random,green25,green,mirror,scissors,rock,loss
32,red07,red,dominant,black04,black,lstm,rock,scissors,win
32,red08,red,dominant,green26,green,mirror,scissors,paper,win
32,black05,black,lstm,green27,green,mirror,paper,scissors,loss
32,green28,green,mirror,red09,red,dominant,paper,rock,win
32,purple01,purple,rl,black06,black,lstm,paper,rock,win
32,green29,green,mirror,blue17,blue,random,paper,paper,draw
32,green30,green,mirror,green31,green,mirror,rock,paper,loss
32,green32,green,mirror,green33,green,mirror,scissors,rock,loss
32,blue18,blue,random,green34,green,mirror,paper,scissors,loss
32,green35,green,mirror,black07,black,lstm,rock,scissors,win
32,green36,green,mirror,green37,green,mirror,rock,paper,loss
32,blue19,blue,random,green38,green,mirror,rock,scissors,win
32,green39,green,mirror,green40,green,mirror,rock,scissors,win
32,red10,red,dominant,blue20,blue,random,paper,scissors,loss
32,green41,green,mirror,black08,black,lstm,rock,rock,draw
32,green42,green,mirror,green43,green,mirror,paper,scissors,loss
32,green44,green,mirror,blue21,blue,random,paper,rock,win
32,blue22,blue,random,green45,green,mirror,scissors,rock,loss
32,blue23,blue,random,blue24,blue,random,paper,rock,win
32,green46,green,mirror,green47,green,mirror,paper,scissors,loss
32,blue25,blue,random,green48,green,mirror,paper,rock,win
32,red11,red,dominant,blue26,blue,random,rock,scissors,win
33,red00,red,dominant,blue00,blue,random,rock,paper,loss
33,green00,green,mirror,purple00,purple,rl,paper,rock,win
33,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
33,blue01,blue,random,green01,green,mirror,paper,scissors,loss
33,blue02,blue,random,green02,green,mirror,scissors,rock,loss
33,red01,red,dominant,green03,green,mirror,rock,paper,loss
33,blue03,blue,random,green04,green,mirror,rock,paper,loss
33,blue04,blue,random,green05,green,mirror,paper,rock,win
33,green06,green,mirror,red02,red,dominant,paper,rock,win
33,green07,green,mirror,blue05,blue,random,rock,paper,loss
33,blue06,blue,random,blue07,blue,random,paper,paper,draw
33,green08,green,mirror,green09,green,mirror,paper,rock,win
33,red03,red,dominant,green10,green,mirror,rock,paper,loss
33,black01,black,lstm,blue08,blue,random,rock,rock,draw
33,green11,green,mirror,green12,green,mirror,rock,paper,loss
33,blue09,blue,random,red04,red,dominant,scissors,rock,loss
33,blue10,blue,random,green13,green,mirror,paper,scissors,loss
33,red05,red,dominant,black02,black,lstm,rock,paper,loss
33,green14,green,mirror,green15,green,mirror,scissors,rock,loss
33,green16,green,mirror,blue11,blue,random,rock,scissors,win
33,green17,green,mirror,blue12,blue,random,paper,scissors,loss
33,green18,green,mirror,green19,green,mirror,scissors,paper,win
33,green20,green,mirror,blue13,blue,random,rock,rock,draw
33,green21,green,mirror,black03,black,lstm,rock,rock,draw
33,blue14,blue,random,green22,green,mirror,scissors,scissors,draw
33,green23,green,mirror,green24,green,mirror,scissors,paper,win
33,red06,red,dominant,blue15,blue,random,rock,rock,draw
33,blue16,blue,random,green25,green,mirror,paper,rock,win
33,red07,red,dominant,black04,black,lstm,paper,scissors,loss
33,red08,red,dominant,green26,green,mirror,rock,paper,loss
33,black05,black,lstm,green27,green,mirror,paper,scissors,loss
33,green28,green,mirror,red09,red,dominant,paper,scissors,loss
33,purple01,purple,rl,black06,black,lstm,paper,rock,win
33,green29,green,mirror,blue17,blue,random,paper,paper,draw
33,green30,green,mirror,green31,green,mirror,rock,paper,loss
33,green32,green,mirror,green33,green,mirror,scissors,rock,loss
33,blue18,blue,random,green34,green,mirror,rock,scissors,win
33,green35,green,mirror,black07,black,lstm,rock,scissors,win
33,green36,green,mirror,green37,green,mirror,paper,paper,draw
33,blue19,blue,random,green38,green,mirror,paper,scissors,loss
33,green39,green,mirror,green40,green,mirror,rock,paper,loss
33,red10,red,dominant,blue20,blue,random,scissors,paper,win
33,green41,green,mirror,black08,black,lstm,paper,rock,win
33,green42,green,mirror,green43,green,mirror,paper,scissors,loss
33,green44,green,mirror,blue21,blue,random,paper,rock,win
33,blue22,blue,random,green45,green,mirror,paper,rock,win
33,blue23,blue,random,blue24,blue,random,scissors,rock,loss
33,green46,green,mirror,green47,green,mirror,paper,scissors,loss
33,blue25,blue,random,green48,green,mirror,paper,scissors,loss
33,red11,red,dominant,blue26,blue,random,paper,scissors,loss
34,red00,red,dominant,blue00,blue,random,scissors,rock,loss
34,green00,green,mirror,purple00,purple,rl,paper,paper,draw
34,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
34,blue01,blue,random,green01,green,mirror,rock,scissors,win
34,blue02,blue,random,green02,green,mirror,scissors,rock,loss
34,red01,red,dominant,green03,green,mirror,rock,paper,loss
34,blue03,blue,random,green04,green,mirror,rock,paper,loss
34,blue04,blue,random,green05,green,mirror,rock,rock,draw
34,green06,green,mirror,red02,red,dominant,paper,rock,win
34,green07,green,mirror,blue05,blue,random,paper,paper,draw
34,blue06,blue,random,blue07,blue,random,paper,paper,draw
34,green08,green,mirror,green09,green,mirror,paper,scissors,loss
34,red03,red,dominant,green10,green,mirror,scissors,paper,win
34,black01,black,lstm,blue08,blue,random,rock,paper,loss
34,green11,green,mirror,green12,green,mirror,rock,paper,loss
34,blue09,blue,random,red04,red,dominant,scissors,paper,win
34,blue10,blue,random,green13,green,mirror,scissors,rock,loss
34,red05,red,dominant,black02,black,lstm,paper,paper,draw
34,green14,green,mirror,green15,green,mirror,scissors,rock,loss
34,green16,green,mirror,blue11,blue,random,rock,rock,draw
34,green17,green,mirror,blue12,blue,random,rock,paper,loss
34,green18,green,mirror,green19,green,mirror,scissors,scissors,draw
34,green20,green,mirror,blue13,blue,random,rock,paper,loss
34,green21,green,mirror,black03,black,lstm,rock,rock,draw
34,blue14,blue,random,green22,green,mirror,scissors,scissors,draw
34,green23,green,mirror,green24,green,mirror,scissors,rock,loss
34,red06,red,dominant,blue15,blue,random,scissors,rock,loss
34,blue16,blue,random,green25,green,mirror,paper,scissors,loss
34,red07,red,dominant,black04,black,lstm,rock,scissors,win
34,red08,red,dominant,green26,green,mirror,rock,paper,loss
34,black05,black,lstm,green27,green,mirror,paper,scissors,loss
34,green28,green,mirror,red09,red,dominant,paper,rock,win
34,purple01,purple,rl,black06,black,lstm,paper,rock,win
34,green29,green,mirror,blue17,blue,random,scissors,scissors,draw
34,green30,green,mirror,green31,green,mirror,paper,paper,draw
34,green32,green,mirror,green33,green,mirror,scissors,rock,loss
34,blue18,blue,random,green34,green,mirror,scissors,scissors,draw
34,green35,green,mirror,black07,black,lstm,rock,scissors,win
34,green36,green,mirror,green37,green,mirror,scissors,paper,win
34,blue19,blue,random,green38,green,mirror,scissors,scissors,draw
34,green39,green,mirror,green40,green,mirror,rock,paper,loss
34,red10,red,dominant,blue20,blue,random,rock,paper,loss
34,green41,green,mirror,black08,black,lstm,paper,scissors,loss
34,green42,green,mirror,green43,green,mirror,rock,scissors,win
34,green44,green,mirror,blue21,blue,random,paper,scissors,loss
34,blue22,blue,random,green45,green,mirror,paper,scissors,loss
34,blue23,blue,random,blue24,blue,random,rock,rock,draw
34,green46,green,mirror,green47,green,mirror,rock,scissors,win
34,blue25,blue,random,green48,green,mirror,rock,paper,loss
34,red11,red,dominant,blue26,blue,random,rock,rock,draw
35,red00,red,dominant,blue00,blue,random,paper,rock,win
35,green00,green,mirror,purple00,purple,rl,scissors,scissors,draw
35,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
35,blue01,blue,random,green01,green,mirror,rock,paper,loss
35,blue02,blue,random,green02,green,mirror,scissors,rock,loss
35,red01,red,dominant,green03,green,mirror,paper,paper,draw
35,blue03,blue,random,green04,green,mirror,paper,scissors,loss
35,blue04,blue,random,green05,green,mirror,paper,scissors,loss
35,green06,green,mirror,red02,red,dominant,paper,rock,win
35,green07,green,mirror,blue05,blue,random,scissors,scissors,draw
35,blue06,blue,random,blue07,blue,random,scissors,paper,win
35,green08,green,mirror,green09,green,mirror,paper,scissors,loss
35,red03,red,dominant,green10,green,mirror,rock,paper,loss
35,black01,black,lstm,blue08,blue,random,rock,paper,loss
35,green11,green,mirror,green12,green,mirror,rock,paper,loss
35,blue09,blue,random,red04,red,dominant,scissors,paper,win
35,blue10,blue,random,green13,green,mirror,scissors,rock,loss
35,red05,red,dominant,black02,black,lstm,rock,paper,loss
35,green14,green,mirror,green15,green,mirror,rock,rock,draw
35,green16,green,mirror,blue11,blue,random,rock,paper,loss
35,green17,green,mirror,blue12,blue,random,scissors,paper,win
35,green18,green,mirror,green19,green,mirror,scissors,rock,loss
35,green20,green,mirror,blue13,blue,random,scissors,scissors,draw
35,green21,green,mirror,black03,black,lstm,rock,rock,draw
35,blue14,blue,random,green22,green,mirror,rock,rock,draw
35,green23,green,mirror,green24,green,mirror,scissors,rock,loss
35,red06,red,dominant,blue15,blue,random,scissors,rock,loss
35,blue16,blue,random,green25,green,mirror,rock,scissors,win
35,red07,red,dominant,black04,black,lstm,scissors,scissors,draw
35,red08,red,dominant,green26,green,mirror,rock,paper,loss
35,black05,black,lstm,green27,green,mirror,paper,scissors,loss
35,green28,green,mirror,red09,red,dominant,paper,rock,win
35,purple01,purple,rl,black06,black,lstm,paper,rock,win
35,green29,green,mirror,blue17,blue,random,scissors,paper,win
35,green30,green,mirror,green31,green,mirror,scissors,paper,win
35,green32,green,mirror,green33,green,mirror,paper,rock,win
35,blue18,blue,random,green34,green,mirror,paper,scissors,loss
35,green35,green,mirror,black07,black,lstm,rock,scissors,win
35,green36,green,mirror,green37,green,mirror,scissors,rock,loss
35,blue19,blue,random,green38,green,mirror,scissors,rock,loss
35,green39,green,mirror,green40,green,mirror,paper,paper,draw
35,red10,red,dominant,blue20,blue,random,rock,scissors,win
35,green41,green,mirror,black08,black,lstm,rock,rock,draw
35,green42,green,mirror,green43,green,mirror,rock,rock,draw
35,green44,green,mirror,blue21,blue,random,paper,scissors,loss
35,blue22,blue,random,green45,green,mirror,scissors,scissors,draw
35,blue23,blue,random,blue24,blue,random,paper,scissors,loss
35,green46,green,mirror,green47,green,mirror,rock,paper,loss
35,blue25,blue,random,green48,green,mirror,paper,scissors,loss
35,red11,red,dominant,blue26,blue,random,scissors,scissors,draw
36,red00,red,dominant,blue00,blue,random,rock,paper,loss
36,green00,green,mirror,purple00,purple,rl,scissors,paper,win
36,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
36,blue01,blue,random,green01,green,mirror,rock,paper,loss
36,blue02,blue,random,green02,green,mirror,rock,rock,draw
36,red01,red,dominant,green03,green,mirror,rock,paper,loss
36,blue03,blue,random,green04,green,mirror,rock,paper,loss
36,blue04,blue,random,green05,green,mirror,paper,scissors,loss
36,green06,green,mirror,red02,red,dominant,paper,rock,win
36,green07,green,mirror,blue05,blue,random,scissors,paper,win
36,blue06,blue,random,blue07,blue,random,rock,rock,draw
36,green08,green,mirror,green09,green,mirror,paper,scissors,loss
36,red03,red,dominant,green10,green,mirror,rock,paper,loss
36,black01,black,lstm,blue08,blue,random,rock,scissors,win
36,green11,green,mirror,green12,green,mirror,scissors,paper,win
36,blue09,blue,random,red04,red,dominant,paper,rock,win
36,blue10,blue,random,green13,green,mirror,scissors,rock,loss
36,red05,red,dominant,black02,black,lstm,rock,paper,loss
36,green14,green,mirror,green15,green,mirror,paper,rock,win
36,green16,green,mirror,blue11,blue,random,rock,paper,loss
36,green17,green,mirror,blue12,blue,random,rock,paper,loss
36,green18,green,mirror,green19,green,mirror,scissors,rock,loss
36,green20,green,mirror,blue13,blue,random,rock,rock,draw
36,green21,green,mirror,black03,black,lstm,paper,rock,win
36,blue14,blue,random,green22,green,mirror,scissors,rock,loss
36,green23,green,mirror,green24,green,mirror,paper,rock,win
36,red06,red,dominant,blue15,blue,random,paper,paper,draw
36,blue16,blue,random,green25,green,mirror,scissors,scissors,draw
36,red07,red,dominant,black04,black,lstm,rock,scissors,win
36,red08,red,dominant,green26,green,mirror,rock,paper,loss
36,black05,black,lstm,green27,green,mirror,paper,scissors,loss
36,green28,green,mirror,red09,red,dominant,paper,rock,win
36,purple01,purple,rl,black06,black,lstm,paper,rock,win
36,green29,green,mirror,blue17,blue,random,scissors,paper,win
36,green30,green,mirror,green31,green,mirror,scissors,rock,loss
36,green32,green,mirror,green33,green,mirror,paper,scissors,loss
36,blue18,blue,random,green34,green,mirror,scissors,rock,loss
36,green35,green,mirror,black07,black,lstm,rock,scissors,win
36,green36,green,mirror,green37,green,mirror,scissors,rock,loss
36,blue19,blue,random,green38,green,mirror,scissors,rock,loss
36,green39,green,mirror,green40,green,mirror,scissors,paper,win
36,red10,red,dominant,blue20,blue,random,rock,paper,loss
36,green41,green,mirror,black08,black,lstm,paper,scissors,loss
36,green42,green,mirror,green43,green,mirror,rock,paper,loss
36,green44,green,mirror,blue21,blue,random,rock,paper,loss
36,blue22,blue,random,green45,green,mirror,scissors,paper,win
36,blue23,blue,random,blue24,blue,random,rock,paper,loss
36,green46,green,mirror,green47,green,mirror,rock,paper,loss
36,blue25,blue,random,green48,green,mirror,rock,scissors,win
36,red11,red,dominant,blue26,blue,random,scissors,rock,loss
37,red00,red,dominant,blue00,blue,random,rock,scissors,win
37,green00,green,mirror,purple00,purple,rl,scissors,scissors,draw
37,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
37,blue01,blue,random,green01,green,mirror,scissors,paper,win
37,blue02,blue,random,green02,green,mirror,paper,rock,win
37,red01,red,dominant,green03,green,mirror,rock,paper,loss
37,blue03,blue,random,green04,green,mirror,rock,paper,loss
37,blue04,blue,random,green05,green,mirror,scissors,scissors,draw
37,green06,green,mirror,red02,red,dominant,paper,rock,win
37,green07,green,mirror,blue05,blue,random,scissors,paper,win
37,blue06,blue,random,blue07,blue,random,paper,rock,win
37,green08,green,mirror,green09,green,mirror,rock,scissors,win
37,red03,red,dominant,green10,green,mirror,rock,paper,loss
37,black01,black,lstm,blue08,blue,random,rock,paper,loss
37,green11,green,mirror,green12,green,mirror,scissors,scissors,draw
37,blue09,blue,random,red04,red,dominant,scissors,paper,win
37,blue10,blue,random,green13,green,mirror,rock,rock,draw
37,red05,red,dominant,black02,black,lstm,scissors,paper,win
37,green14,green,mirror,green15,green,mirror,paper,scissors,loss
37,green16,green,mirror,blue11,blue,random,scissors,scissors,draw
37,green17,green,mirror,blue12,blue,random,scissors,paper,win
37,green18,green,mirror,green19,green,mirror,paper,rock,win
37,green20,green,mirror,blue13,blue,random,paper,paper,draw
37,green21,green,mirror,black03,black,lstm,paper,rock,win
